"inventory_id","film_id","title","total_rentals_duration_in_hours","percentual_occupation_ratio"
3407,747,"Roxanne Rebel","548","22.80"
3055,670,"Pelican Comforts","548","22.80"
2755,604,"Mulan Moon","548","22.80"
4429,968,"Werewolf Lola","548","22.80"
2490,546,"Madre Gables","548","22.80"
816,177,"Connecticut Tramp","547","22.76"
1515,331,"Forward Temple","547","22.76"
1022,228,"Detective Vision","547","22.76"
432,95,"Breakfast Goldfinger","547","22.76"
4380,957,"War Notting","547","22.76"
2450,535,"Love Suicides","547","22.76"
1617,353,"Gentlemen Stage","547","22.76"
2941,646,"Outbreak Divine","547","22.76"
2547,559,"Married Go","546","22.72"
3347,735,"Robbers Joon","546","22.72"
1790,389,"Gunfighter Mussolini","546","22.72"
2654,582,"Miracle Virtual","546","22.72"
1152,254,"Driver Annie","546","22.72"
3837,841,"Star Operation","546","22.72"
3854,843,"Steel Santa","545","22.68"
2329,506,"Lady Stage","545","22.68"
4049,881,"Temple Attraction","545","22.68"
541,118,"Canyon Stock","545","22.68"
1017,228,"Detective Vision","545","22.68"
4019,875,"Talented Homicide","545","22.68"
2744,602,"Mourning Purple","544","22.64"
2189,473,"Jacket Frisco","544","22.64"
3084,678,"Pickup Driving","544","22.64"
1145,253,"Drifter Commandments","544","22.64"
4290,934,"Vanilla Day","544","22.64"
3648,796,"Sierra Divide","544","22.64"
1139,252,"Dream Pickup","543","22.60"
26,6,"Agent Truman","543","22.60"
1066,237,"Divorce Shining","543","22.60"
3515,770,"Scissorhands Slums","543","22.60"
3814,835,"Spy Mile","543","22.60"
1296,286,"Enough Raging","543","22.60"
4257,925,"United Pilot","543","22.60"
2510,551,"Maiden Home","542","22.56"
3393,745,"Roses Treasure","542","22.56"
622,135,"Chance Resurrection","542","22.56"
3476,762,"Sassy Packer","542","22.56"
2168,468,"Invasion Cyclone","542","22.56"
3164,694,"Prejudice Oleander","542","22.56"
1623,354,"Ghost Groundhog","542","22.56"
2437,531,"Lose Inch","542","22.56"
1135,251,"Dragonfly Strangers","542","22.56"
797,174,"Confidential Interview","542","22.56"
1178,262,"Dumbo Lust","541","22.51"
4120,895,"Tomorrow Hustler","541","22.51"
2925,643,"Orient Closer","541","22.51"
4442,971,"Whale Bikini","541","22.51"
3058,672,"Perfect Groove","541","22.51"
3824,837,"Stage World","540","22.47"
4395,961,"Wash Heavenly","540","22.47"
1687,367,"Goldmine Tycoon","540","22.47"
1677,366,"Goldfinger Sensibility","540","22.47"
2829,621,"Network Peak","540","22.47"
88,18,"Alter Victory","540","22.47"
3697,809,"Slipper Fidelity","539","22.43"
3040,667,"Peach Innocent","539","22.43"
3402,746,"Rouge Squad","539","22.43"
1619,353,"Gentlemen Stage","539","22.43"
3640,795,"Siege Madre","539","22.43"
1824,396,"Hanging Deep","538","22.39"
244,55,"Barbarella Streetcar","538","22.39"
434,96,"Breaking Home","538","22.39"
4140,899,"Towers Hurricane","538","22.39"
2447,534,"Louisiana Harry","538","22.39"
3431,753,"Rush Goodfellas","538","22.39"
804,175,"Confused Candles","537","22.35"
1359,300,"Falcon Volume","537","22.35"
4511,985,"Wonderland Christmas","537","22.35"
2596,570,"Mermaid Insects","537","22.35"
386,85,"Bonnie Holocaust","537","22.35"
1361,300,"Falcon Volume","537","22.35"
2218,480,"Jeepers Wedding","537","22.35"
3012,661,"Past Suicides","537","22.35"
1952,425,"Holy Tadpole","536","22.31"
3803,833,"Splendor Patton","536","22.31"
1739,378,"Greatest North","536","22.31"
597,130,"Celebrity Horn","536","22.31"
1444,316,"Fire Wolves","536","22.31"
2695,591,"Monsoon Cause","536","22.31"
774,169,"Comforts Rush","536","22.31"
251,56,"Barefoot Manchurian","535","22.26"
2120,460,"Innocent Usual","535","22.26"
2600,571,"Metal Armageddon","535","22.26"
125,25,"Angels Life","535","22.26"
2080,451,"Igby Maker","535","22.26"
4086,890,"Tights Dawn","535","22.26"
1935,420,"Holes Brannigan","534","22.22"
1174,260,"Dude Blindness","534","22.22"
3682,805,"Sleepless Monsoon","534","22.22"
4462,975,"Willow Tracy","534","22.22"
2516,553,"Maker Gables","534","22.22"
17,4,"Affair Prejudice","534","22.22"
1318,291,"Evolution Alter","534","22.22"
988,220,"Deer Virginian","534","22.22"
2994,657,"Paradise Sabrina","533","22.18"
984,219,"Deep Crusade","532","22.14"
235,53,"Bang Kwai","532","22.14"
3916,855,"Streak Ridgemont","532","22.14"
1581,347,"Games Bowfinger","532","22.14"
739,162,"Clueless Bucket","532","22.14"
399,89,"Borrowers Bedazzled","532","22.14"
725,159,"Closer Bang","532","22.14"
1585,348,"Gandhi Kwai","531","22.10"
4504,983,"Won Dares","531","22.10"
4131,897,"Torque Bound","531","22.10"
3238,710,"Rage Games","531","22.10"
2949,647,"Outfield Massacre","531","22.10"
1395,305,"Fatal Haunted","531","22.10"
324,72,"Bill Others","531","22.10"
4018,875,"Talented Homicide","531","22.10"
1369,301,"Family Sweet","530","22.06"
1441,315,"Finding Anaconda","530","22.06"
4428,968,"Werewolf Lola","530","22.06"
863,190,"Creepers Kane","530","22.06"
3243,714,"Random Go","530","22.06"
1730,377,"Grease Youth","529","22.01"
1539,337,"Frida Slipper","529","22.01"
3127,687,"Pocus Pulp","529","22.01"
669,146,"Chitty Lock","529","22.01"
511,113,"California Birds","529","22.01"
3201,703,"Punk Divorce","529","22.01"
1926,418,"Hobbit Alien","528","21.97"
2505,551,"Maiden Home","528","21.97"
1229,272,"Edge Kissing","528","21.97"
1731,377,"Grease Youth","528","21.97"
680,149,"Christmas Moonshine","528","21.97"
2410,526,"Lock Rear","528","21.97"
888,197,"Crusade Honey","528","21.97"
782,170,"Command Darling","528","21.97"
62,12,"Alaska Phantom","528","21.97"
451,100,"Brooklyn Desert","528","21.97"
1412,309,"Feud Frogmen","528","21.97"
3615,789,"Shock Cabin","528","21.97"
3990,869,"Suspects Quills","527","21.93"
1741,378,"Greatest North","527","21.93"
1410,309,"Feud Frogmen","527","21.93"
3694,808,"Sling Luke","527","21.93"
3134,689,"Pollock Deliverance","527","21.93"
380,84,"Boiled Dares","527","21.93"
699,153,"Citizen Shrek","527","21.93"
679,149,"Christmas Moonshine","527","21.93"
3193,702,"Pulp Beverly","527","21.93"
141,28,"Anthem Luke","527","21.93"
1490,326,"Flying Hook","527","21.93"
267,59,"Bear Graceland","527","21.93"
4252,924,"Unforgiven Zoolander","526","21.89"
3211,706,"Queen Luke","526","21.89"
582,127,"Cat Coneheads","526","21.89"
625,135,"Chance Resurrection","526","21.89"
1656,361,"Gleaming Jawbreaker","526","21.89"
905,201,"Cyclone Family","526","21.89"
3381,741,"Roman Punk","526","21.89"
39,8,"Airport Pollock","526","21.89"
135,27,"Anonymous Human","526","21.89"
1536,336,"French Holiday","526","21.89"
4358,949,"Volcano Texas","526","21.89"
4533,989,"Working Microcosmos","526","21.89"
1602,350,"Garden Island","526","21.89"
951,212,"Darn Forrester","526","21.89"
2528,555,"Mallrats United","525","21.85"
2571,563,"Massacre Usual","525","21.85"
2909,639,"Opposite Necklace","525","21.85"
2889,634,"Odds Boogie","525","21.85"
2779,610,"Music Boondock","525","21.85"
4265,928,"Uptown Young","525","21.85"
2948,647,"Outfield Massacre","525","21.85"
745,163,"Clyde Theory","524","21.81"
3836,840,"Stampede Disturbing","524","21.81"
2421,528,"Lolita World","524","21.81"
3891,850,"Story Side","524","21.81"
3937,858,"Submarine Bed","523","21.76"
4020,875,"Talented Homicide","523","21.76"
1131,251,"Dragonfly Strangers","523","21.76"
3189,700,"Prix Undefeated","523","21.76"
3770,825,"Speakeasy Date","523","21.76"
2295,499,"King Evolution","523","21.76"
2821,619,"Neighbors Charade","523","21.76"
4178,908,"Trap Guys","523","21.76"
3688,806,"Sleepy Japanese","523","21.76"
3016,662,"Paths Control","523","21.76"
964,215,"Dawn Pond","523","21.76"
2667,586,"Mockingbird Hollywood","523","21.76"
2335,507,"Ladybugs Armageddon","522","21.72"
1817,395,"Handicap Boondock","522","21.72"
1407,308,"Ferris Mother","522","21.72"
757,165,"Coldblooded Darling","522","21.72"
2359,513,"Leathernecks Dwarfs","522","21.72"
1820,395,"Handicap Boondock","522","21.72"
2636,578,"Million Ace","522","21.72"
3206,704,"Pure Runner","522","21.72"
3555,777,"Secretary Rouge","521","21.68"
1119,248,"Dozen Lion","521","21.68"
3550,776,"Secret Groundhog","521","21.68"
1027,230,"Diary Panic","521","21.68"
1913,416,"Highball Potter","521","21.68"
4419,966,"Wedding Apollo","521","21.68"
3353,736,"Robbery Bright","521","21.68"
2566,562,"Masked Bubble","521","21.68"
958,213,"Date Speed","521","21.68"
191,43,"Atlantis Cause","520","21.64"
2896,637,"Open African","520","21.64"
4010,873,"Sweethearts Suspects","520","21.64"
2194,474,"Jade Bunch","520","21.64"
735,160,"Club Graffiti","520","21.64"
3342,734,"Road Roxanne","520","21.64"
1843,402,"Harper Dying","519","21.60"
2746,602,"Mourning Purple","519","21.60"
3048,668,"Peak Forever","519","21.60"
599,130,"Celebrity Horn","518","21.56"
3855,844,"Steers Armageddon","518","21.56"
2711,595,"Moon Bunch","518","21.56"
1313,290,"Everyone Craft","518","21.56"
3560,778,"Secrets Paradise","518","21.56"
536,117,"Candles Grapes","518","21.56"
2333,506,"Lady Stage","518","21.56"
751,164,"Coast Rainbow","518","21.56"
4106,893,"Titans Jerk","518","21.56"
814,177,"Connecticut Tramp","517","21.51"
2221,480,"Jeepers Wedding","517","21.51"
409,90,"Boulevard Mob","517","21.51"
1062,236,"Divine Resurrection","517","21.51"
1231,273,"Effect Gladiator","517","21.51"
915,203,"Daisy Menagerie","517","21.51"
1026,229,"Devil Desire","516","21.47"
805,175,"Confused Candles","516","21.47"
1970,429,"Honey Ties","516","21.47"
374,83,"Blues Instinct","516","21.47"
1253,277,"Elephant Trojan","516","21.47"
2851,625,"None Spiking","515","21.43"
3118,685,"Platoon Instinct","515","21.43"
377,83,"Blues Instinct","515","21.43"
2065,448,"Idaho Love","514","21.39"
3114,683,"Pity Bound","514","21.39"
1632,356,"Giant Troopers","514","21.39"
4559,995,"Yentl Idaho","514","21.39"
1188,265,"Dying Maker","513","21.35"
953,212,"Darn Forrester","513","21.35"
4457,973,"Wife Turn","513","21.35"
2795,614,"Name Detective","513","21.35"
860,189,"Creatures Shakespeare","513","21.35"
1083,241,"Donnie Alley","513","21.35"
247,55,"Barbarella Streetcar","512","21.31"
3412,748,"Rugrats Shakespeare","512","21.31"
4477,978,"Wisdom Worker","512","21.31"
870,191,"Crooked Frogmen","512","21.31"
1156,255,"Driving Polish","512","21.31"
3609,789,"Shock Cabin","512","21.31"
1629,356,"Giant Troopers","512","21.31"
4324,942,"Vietnam Smoochy","510","21.22"
3378,741,"Roman Punk","510","21.22"
450,99,"Bringing Hysterical","510","21.22"
2146,464,"Intentions Empire","510","21.22"
1697,369,"Goodfellas Salute","510","21.22"
230,51,"Balloon Homeward","510","21.22"
3574,782,"Shakespeare Saddle","510","21.22"
50,10,"Aladdin Calendar","510","21.22"
2091,453,"Image Princess","509","21.18"
368,81,"Blindness Gun","509","21.18"
2678,588,"Model Fish","509","21.18"
2367,515,"Legally Secretary","509","21.18"
448,99,"Bringing Hysterical","509","21.18"
2020,439,"Hunchback Impossible","509","21.18"
4075,888,"Thin Sagebrush","509","21.18"
1750,380,"Greek Everyone","509","21.18"
219,49,"Badman Dawn","509","21.18"
3825,838,"Stagecoach Armageddon","509","21.18"
4095,892,"Titanic Boondock","509","21.18"
4091,891,"Timberland Sky","509","21.18"
2883,632,"Nuts Ties","508","21.14"
2375,518,"Liaisons Sweet","508","21.14"
4517,986,"Wonka Sea","508","21.14"
941,209,"Darkness War","508","21.14"
3103,681,"Pirates Roxanne","508","21.14"
266,59,"Bear Graceland","508","21.14"
1,1,"Academy Dinosaur","508","21.14"
1613,352,"Gathering Calendar","508","21.14"
2830,621,"Network Peak","507","21.10"
886,196,"Cruelty Unforgiven","507","21.10"
562,122,"Carrie Bunch","507","21.10"
4309,938,"Velvet Terminator","507","21.10"
1724,376,"Grapes Fury","507","21.10"
4472,977,"Window Side","507","21.10"
1845,402,"Harper Dying","507","21.10"
4212,915,"Truman Crazy","507","21.10"
4508,985,"Wonderland Christmas","507","21.10"
2752,603,"Movie Shakespeare","507","21.10"
1764,382,"Grit Clockwork","507","21.10"
1516,331,"Forward Temple","507","21.10"
3230,709,"Racer Egg","506","21.06"
2918,641,"Orange Grapes","506","21.06"
1294,285,"English Bulworth","506","21.06"
1934,420,"Holes Brannigan","506","21.06"
3622,790,"Shootist Superfly","506","21.06"
3928,857,"Strictly Scarface","506","21.06"
4432,969,"West Lion","506","21.06"
1534,336,"French Holiday","506","21.06"
1851,403,"Harry Idaho","506","21.06"
2040,444,"Hustler Party","506","21.06"
3592,785,"Shawshank Bubble","506","21.06"
2809,616,"National Story","505","21.02"
730,159,"Closer Bang","505","21.02"
868,191,"Crooked Frogmen","505","21.02"
2693,591,"Monsoon Cause","505","21.02"
3542,774,"Searchers Wait","505","21.02"
1714,374,"Graffiti Love","505","21.02"
259,57,"Basic Easy","505","21.02"
2012,438,"Human Graffiti","505","21.02"
3152,692,"Potluck Mixed","504","20.97"
2572,563,"Massacre Usual","504","20.97"
438,97,"Bride Intrigue","504","20.97"
2912,640,"Opus Ice","504","20.97"
601,131,"Center Dinosaur","504","20.97"
2582,566,"Maude Mod","504","20.97"
664,143,"Chill Luck","504","20.97"
4333,945,"Virginian Pluto","504","20.97"
3842,841,"Star Operation","504","20.97"
1638,357,"Gilbert Pelican","504","20.97"
687,150,"Cider Desire","504","20.97"
346,77,"Birds Perdition","503","20.93"
4452,973,"Wife Turn","503","20.93"
4531,989,"Working Microcosmos","503","20.93"
3307,728,"Reunion Witches","503","20.93"
243,55,"Barbarella Streetcar","503","20.93"
1389,304,"Fargo Gandhi","503","20.93"
3165,695,"President Bang","503","20.93"
1272,282,"Encounters Curtain","503","20.93"
2383,520,"License Weekend","503","20.93"
3110,683,"Pity Bound","503","20.93"
3563,778,"Secrets Paradise","503","20.93"
3266,720,"Redemption Comforts","502","20.89"
590,129,"Cause Date","502","20.89"
1907,415,"High Encino","502","20.89"
1363,300,"Falcon Volume","502","20.89"
2084,451,"Igby Maker","502","20.89"
3219,707,"Quest Mussolini","502","20.89"
3424,750,"Run Pacific","502","20.89"
3933,857,"Strictly Scarface","502","20.89"
446,99,"Bringing Hysterical","502","20.89"
518,114,"Camelot Vacation","502","20.89"
657,142,"Chicken Hellfighters","502","20.89"
3886,849,"Storm Happiness","501","20.85"
538,118,"Canyon Stock","501","20.85"
2291,496,"Kick Savannah","501","20.85"
701,153,"Citizen Shrek","501","20.85"
4237,921,"Uncut Suicides","501","20.85"
2978,652,"Pajama Jawbreaker","501","20.85"
3361,738,"Rocketeer Mother","501","20.85"
897,200,"Curtain Videotape","500","20.81"
2304,501,"Kissing Dolls","500","20.81"
2487,545,"Madness Attacks","500","20.81"
3794,831,"Spirited Casualties","500","20.81"
2858,626,"Noon Papi","500","20.81"
3658,799,"Simon North","500","20.81"
3426,751,"Runaway Tenenbaums","500","20.81"
1186,264,"Dwarfs Alter","499","20.77"
3129,687,"Pocus Pulp","499","20.77"
531,116,"Candidate Perdition","499","20.77"
3469,760,"Samurai Lion","499","20.77"
1984,433,"Horn Working","499","20.77"
3685,806,"Sleepy Japanese","499","20.77"
4174,907,"Translation Summer","499","20.77"
1003,225,"Destination Jerk","499","20.77"
635,138,"Chariots Conspiracy","499","20.77"
1423,311,"Fiction Christmas","499","20.77"
1575,346,"Galaxy Sweethearts","499","20.77"
806,175,"Confused Candles","498","20.72"
2053,446,"Hysterical Grail","498","20.72"
1848,402,"Harper Dying","498","20.72"
1551,341,"Frost Head","498","20.72"
337,74,"Birch Antitrust","498","20.72"
1173,260,"Dude Blindness","498","20.72"
3823,837,"Stage World","498","20.72"
1225,271,"Easy Gladiator","498","20.72"
4473,977,"Window Side","498","20.72"
4085,890,"Tights Dawn","498","20.72"
184,40,"Army Flintstones","498","20.72"
2769,608,"Murder Antitrust","497","20.68"
3442,755,"Sabrina Midnight","497","20.68"
4302,937,"Varsity Trip","497","20.68"
1326,293,"Exorcist Sting","497","20.68"
1702,370,"Gorgeous Bingo","496","20.64"
2230,482,"Jeopardy Encino","496","20.64"
3477,762,"Sassy Packer","496","20.64"
548,119,"Caper Motions","496","20.64"
375,83,"Blues Instinct","496","20.64"
3984,869,"Suspects Quills","496","20.64"
431,95,"Breakfast Goldfinger","495","20.60"
118,23,"Anaconda Confessions","495","20.60"
3021,663,"Patient Sister","495","20.60"
2165,468,"Invasion Cyclone","495","20.60"
316,71,"Bilko Anonymous","495","20.60"
1961,428,"Homicide Peach","495","20.60"
2499,549,"Magnolia Forrester","495","20.60"
785,172,"Coneheads Smoochy","495","20.60"
1305,288,"Escape Metropolis","495","20.60"
2457,536,"Lovely Jingle","494","20.56"
3599,786,"Shepherd Midsummer","494","20.56"
2815,618,"Necklace Outbreak","494","20.56"
220,49,"Badman Dawn","494","20.56"
1529,334,"Freddy Storm","494","20.56"
2816,618,"Necklace Outbreak","494","20.56"
496,110,"Cabin Flash","494","20.56"
1241,274,"Egg Igby","494","20.56"
1421,311,"Fiction Christmas","494","20.56"
1200,267,"Eagles Panky","494","20.56"
1738,378,"Greatest North","494","20.56"
1923,418,"Hobbit Alien","494","20.56"
1197,266,"Dynamite Tarzan","493","20.52"
1766,383,"Groove Fiction","493","20.52"
2679,588,"Model Fish","493","20.52"
2397,524,"Lion Uncut","493","20.52"
4317,941,"Videotape Arsenic","492","20.47"
3160,694,"Prejudice Oleander","492","20.47"
1405,307,"Fellowship Autumn","492","20.47"
1768,383,"Groove Fiction","492","20.47"
4424,967,"Weekend Personal","492","20.47"
359,79,"Blade Polish","492","20.47"
1821,395,"Handicap Boondock","492","20.47"
1391,305,"Fatal Haunted","492","20.47"
2398,524,"Lion Uncut","491","20.43"
1385,304,"Fargo Gandhi","491","20.43"
1801,391,"Half Outfield","491","20.43"
513,114,"Camelot Vacation","491","20.43"
938,208,"Dares Pluto","491","20.43"
4220,917,"Tuxedo Mile","490","20.39"
1880,409,"Heartbreakers Bright","490","20.39"
4291,935,"Vanished Garden","489","20.35"
4561,995,"Yentl Idaho","489","20.35"
1661,363,"Go Purple","488","20.31"
310,69,"Beverly Outlaw","488","20.31"
2774,609,"Muscle Bright","488","20.31"
2467,540,"Lucky Flying","488","20.31"
2855,625,"None Spiking","488","20.31"
4524,987,"Words Hunter","488","20.31"
2180,471,"Island Exorcist","488","20.31"
2935,645,"Others Soup","488","20.31"
3194,702,"Pulp Beverly","488","20.31"
3700,810,"Slums Duck","487","20.27"
1373,302,"Fantasia Park","487","20.27"
1154,255,"Driving Polish","487","20.27"
3962,863,"Sun Confessions","487","20.27"
1172,260,"Dude Blindness","487","20.27"
4543,992,"Wrath Mile","487","20.27"
340,75,"Bird Independence","487","20.27"
3946,861,"Suit Walls","487","20.27"
3915,854,"Strangers Graffiti","487","20.27"
2672,586,"Mockingbird Hollywood","486","20.22"
2836,622,"Newsies Story","486","20.22"
4289,934,"Vanilla Day","486","20.22"
3566,779,"Sense Greek","486","20.22"
406,90,"Boulevard Mob","485","20.18"
1842,401,"Harold French","485","20.18"
3389,744,"Roots Remember","485","20.18"
4150,901,"Tracy Cider","485","20.18"
4415,965,"Watership Frontier","485","20.18"
3786,829,"Spinal Rocky","485","20.18"
4296,936,"Vanishing Rocky","484","20.14"
2235,483,"Jericho Mulan","484","20.14"
3104,682,"Pittsburgh Hunchback","484","20.14"
1168,258,"Drums Dynamite","484","20.14"
4339,945,"Virginian Pluto","484","20.14"
3255,716,"Reap Unfaithful","484","20.14"
1292,285,"English Bulworth","484","20.14"
2913,640,"Opus Ice","484","20.14"
4282,932,"Valley Packer","484","20.14"
1158,255,"Driving Polish","483","20.10"
3857,844,"Steers Armageddon","483","20.10"
1150,254,"Driver Annie","483","20.10"
673,147,"Chocolat Harry","483","20.10"
2741,601,"Moulin Wake","483","20.10"
204,45,"Attraction Newton","483","20.10"
3952,862,"Summer Scarface","483","20.10"
460,101,"Brotherhood Blanket","483","20.10"
4225,918,"Twisted Pirates","483","20.10"
3948,861,"Suit Walls","482","20.06"
2865,628,"Northwest Polish","482","20.06"
1525,333,"Freaky Pocus","482","20.06"
1798,391,"Half Outfield","482","20.06"
2524,554,"Malkovich Pet","482","20.06"
2748,603,"Movie Shakespeare","482","20.06"
1350,298,"Eyes Driving","482","20.06"
3544,775,"Seattle Expecations","482","20.06"
441,97,"Bride Intrigue","481","20.02"
1488,326,"Flying Hook","481","20.02"
4478,979,"Witches Panic","481","20.02"
4179,910,"Treatment Jekyll","481","20.02"
3816,835,"Spy Mile","481","20.02"
1508,330,"Forrester Comancheros","481","20.02"
4456,973,"Wife Turn","481","20.02"
1982,432,"Hope Tootsie","481","20.02"
1806,392,"Hall Cassidy","481","20.02"
4144,900,"Town Ark","481","20.02"
4579,1000,"Zorro Ark","481","20.02"
1000,223,"Desire Alien","481","20.02"
3591,785,"Shawshank Bubble","481","20.02"
3254,716,"Reap Unfaithful","480","19.98"
592,129,"Cause Date","480","19.98"
3661,800,"Sinners Atlantis","480","19.98"
3956,863,"Sun Confessions","480","19.98"
3866,846,"Sting Personal","480","19.98"
3996,870,"Swarm Gold","480","19.98"
3176,697,"Primary Glass","480","19.98"
4574,1000,"Zorro Ark","479","19.93"
3927,856,"Streetcar Intentions","479","19.93"
1080,241,"Donnie Alley","479","19.93"
104,21,"American Circus","479","19.93"
3384,743,"Room Roman","479","19.93"
1432,313,"Fidelity Devil","479","19.93"
3195,702,"Pulp Beverly","479","19.93"
1315,291,"Evolution Alter","479","19.93"
3728,815,"Snatchers Montezuma","478","19.89"
3354,737,"Rock Instinct","478","19.89"
3628,791,"Show Lord","478","19.89"
1694,369,"Goodfellas Salute","478","19.89"
152,31,"Apache Divine","478","19.89"
2418,527,"Lola Agent","478","19.89"
4494,981,"Wolves Desire","478","19.89"
3649,797,"Silence Kane","478","19.89"
2416,527,"Lola Agent","478","19.89"
272,61,"Beauty Grease","478","19.89"
2229,482,"Jeopardy Encino","477","19.85"
490,109,"Butterfly Chocolat","477","19.85"
3064,673,"Personal Ladybugs","477","19.85"
1976,431,"Hoosiers Birdcage","477","19.85"
4342,946,"Virtual Spoilers","477","19.85"
260,58,"Beach Heartbreakers","477","19.85"
1631,356,"Giant Troopers","477","19.85"
2363,514,"Lebowski Soldiers","477","19.85"
3177,697,"Primary Glass","477","19.85"
936,207,"Dangerous Uptown","477","19.85"
2671,586,"Mockingbird Hollywood","477","19.85"
4138,899,"Towers Hurricane","476","19.81"
1481,324,"Flintstones Happiness","476","19.81"
789,172,"Coneheads Smoochy","476","19.81"
1293,285,"English Bulworth","476","19.81"
2903,638,"Operation Operation","476","19.81"
3001,658,"Paris Weekend","476","19.81"
1707,372,"Graceland Dynamite","476","19.81"
1987,433,"Horn Working","476","19.81"
4028,877,"Taxi Kick","476","19.81"
3131,688,"Polish Brooklyn","476","19.81"
2768,608,"Murder Antitrust","475","19.77"
4092,891,"Timberland Sky","475","19.77"
248,56,"Barefoot Manchurian","475","19.77"
2135,462,"Insider Arizona","475","19.77"
510,113,"California Birds","475","19.77"
4431,969,"West Lion","475","19.77"
3540,774,"Searchers Wait","475","19.77"
2659,583,"Mission Zoolander","474","19.73"
1147,253,"Drifter Commandments","474","19.73"
559,121,"Carol Texas","474","19.73"
4083,890,"Tights Dawn","474","19.73"
514,114,"Camelot Vacation","474","19.73"
3949,861,"Suit Walls","473","19.68"
1462,320,"Flamingos Connecticut","473","19.68"
140,28,"Anthem Luke","473","19.68"
834,183,"Conversation Downhill","473","19.68"
1127,250,"Dragon Squad","472","19.64"
3185,698,"Princess Giant","472","19.64"
2556,560,"Mars Roman","472","19.64"
444,98,"Bright Encounters","472","19.64"
3980,867,"Super Wyoming","472","19.64"
2564,562,"Masked Bubble","471","19.60"
4079,889,"Ties Hunger","471","19.60"
4566,997,"Youth Kick","471","19.60"
2523,554,"Malkovich Pet","471","19.60"
2188,473,"Jacket Frisco","471","19.60"
1616,353,"Gentlemen Stage","471","19.60"
3075,676,"Philadelphia Wife","471","19.60"
2661,584,"Mixed Doors","470","19.56"
1472,322,"Flatliners Killer","470","19.56"
29,6,"Agent Truman","470","19.56"
3162,694,"Prejudice Oleander","470","19.56"
3541,774,"Searchers Wait","470","19.56"
3069,675,"Phantom Glory","470","19.56"
501,112,"Calendar Gunfight","469","19.52"
3851,843,"Steel Santa","469","19.52"
221,49,"Badman Dawn","469","19.52"
4411,964,"Waterfront Deliverance","469","19.52"
119,23,"Anaconda Confessions","469","19.52"
2843,624,"Nightmare Chill","469","19.52"
1236,273,"Effect Gladiator","469","19.52"
2087,452,"Illusion Amelie","468","19.48"
828,181,"Contact Anonymous","468","19.48"
342,76,"Birdcage Casper","468","19.48"
2485,545,"Madness Attacks","467","19.43"
3186,698,"Princess Giant","467","19.43"
2655,582,"Miracle Virtual","467","19.43"
1214,270,"Earth Vision","467","19.43"
1028,230,"Diary Panic","467","19.43"
1535,336,"French Holiday","467","19.43"
1975,430,"Hook Chariots","467","19.43"
246,55,"Barbarella Streetcar","467","19.43"
2268,490,"Jumanji Blade","466","19.39"
3833,840,"Stampede Disturbing","466","19.39"
841,184,"Core Suit","466","19.39"
1672,365,"Gold River","466","19.39"
1204,267,"Eagles Panky","466","19.39"
1187,264,"Dwarfs Alter","466","19.39"
1666,363,"Go Purple","466","19.39"
575,125,"Cassidy Wyoming","466","19.39"
3596,786,"Shepherd Midsummer","466","19.39"
488,109,"Butterfly Chocolat","466","19.39"
2064,448,"Idaho Love","465","19.35"
330,73,"Bingo Talented","465","19.35"
2481,544,"Madison Trap","465","19.35"
3832,839,"Stallion Sundance","465","19.35"
1319,292,"Excitement Eve","465","19.35"
4017,875,"Talented Homicide","465","19.35"
52,10,"Aladdin Calendar","465","19.35"
207,46,"Autumn Crow","465","19.35"
2072,449,"Identity Lover","465","19.35"
996,222,"Desert Poseidon","465","19.35"
3631,792,"Shrek License","464","19.31"
123,24,"Analyze Hoosiers","464","19.31"
1909,415,"High Encino","464","19.31"
1728,376,"Grapes Fury","464","19.31"
3749,820,"Sons Interview","464","19.31"
2965,650,"Pacific Amistad","464","19.31"
4368,952,"Wagon Jaws","464","19.31"
494,110,"Cabin Flash","463","19.27"
1308,288,"Escape Metropolis","463","19.27"
2278,493,"Kane Exorcist","463","19.27"
898,200,"Curtain Videotape","463","19.27"
4230,920,"Unbreakable Karate","463","19.27"
1956,427,"Homeward Cider","463","19.27"
2377,518,"Liaisons Sweet","462","19.23"
2140,463,"Instinct Airport","462","19.23"
225,50,"Baked Cleopatra","462","19.23"
2698,592,"Monster Spartacus","462","19.23"
3597,786,"Shepherd Midsummer","462","19.23"
2048,445,"Hyde Doctor","461","19.18"
2468,540,"Lucky Flying","461","19.18"
2622,575,"Midsummer Groundhog","461","19.18"
3711,812,"Smoking Barbarella","461","19.18"
2242,484,"Jerk Paycheck","461","19.18"
4516,986,"Wonka Sea","461","19.18"
2898,637,"Open African","461","19.18"
3125,687,"Pocus Pulp","461","19.18"
4181,911,"Trip Newton","461","19.18"
2597,570,"Mermaid Insects","461","19.18"
983,219,"Deep Crusade","460","19.14"
3366,738,"Rocketeer Mother","460","19.14"
4272,930,"Vacation Boondock","460","19.14"
4039,879,"Telegraph Voyage","460","19.14"
2449,534,"Louisiana Harry","460","19.14"
991,220,"Deer Virginian","460","19.14"
4487,980,"Wizard Coldblooded","460","19.14"
185,42,"Artist Coldblooded","460","19.14"
1749,380,"Greek Everyone","460","19.14"
136,27,"Anonymous Human","460","19.14"
4218,917,"Tuxedo Mile","459","19.10"
3785,829,"Spinal Rocky","459","19.10"
452,100,"Brooklyn Desert","459","19.10"
