"payment_id","customer_id","rental_id","inventory_id","rental_date","return_date","rental_rate","amount_paid","rental_duration","real_duration","delay","film_id","title"
20689,391,10406,2614,"2005-08-01 07:37:05","2005-08-02 06:11:05","2.99","2.99",6,"1","-5",573,"Microcosmos Paradise"
20690,391,11151,3939,"2005-08-02 09:52:44","2005-08-05 06:29:44","4.99","4.99",3,"3","0",859,"Sugar Wonka"
20691,391,11434,3154,"2005-08-02 20:13:14","2005-08-05 15:01:14","2.99","2.99",5,"3","-2",693,"Potter Connecticut"
20692,391,11602,2082,"2005-08-17 03:21:19","2005-08-19 05:23:19","4.99","4.99",7,"2","-5",451,"Igby Maker"
20693,391,12090,3392,"2005-08-17 22:21:43","2005-08-20 23:53:43","0.99","0.99",4,"3","-1",744,"Roots Remember"
20694,391,12100,4365,"2005-08-17 22:41:10","2005-08-24 21:31:10","0.99","1.99",6,"7","1",951,"Voyage Legally"
20695,391,13980,1067,"2005-08-20 19:04:40","2005-08-21 18:36:40","2.99","2.99",4,"1","-3",238,"Doctor Grail"
20696,391,14381,811,"2005-08-21 09:55:47","2005-08-25 08:23:47","0.99","0.99",6,"4","-2",176,"Congeniality Quest"
20697,392,10435,1934,"2005-08-01 08:50:51","2005-08-08 12:23:51","4.99","4.99",7,"7","0",420,"Holes Brannigan"
20698,392,11459,3730,"2005-08-02 21:25:25","2005-08-04 19:57:25","0.99","0.99",3,"2","-1",816,"Snowman Rollercoaster"
20699,392,11686,1393,"2005-08-17 06:39:30","2005-08-21 10:19:30","2.99","2.99",6,"4","-2",305,"Fatal Haunted"
20700,392,12102,4268,"2005-08-17 22:45:26","2005-08-24 01:47:26","4.99","6.99",5,"7","2",929,"Usual Untouchables"
20701,392,12368,3777,"2005-08-18 07:57:38","2005-08-25 05:49:38","4.99","6.99",5,"7","2",827,"Spice Sorority"
20702,392,12561,812,"2005-08-18 14:58:51","2005-08-20 10:53:51","0.99","0.99",6,"2","-4",176,"Congeniality Quest"
20703,392,13629,1834,"2005-08-20 07:04:07","2005-08-25 12:36:07","4.99","4.99",5,"5","0",398,"Hanover Galaxy"
20704,392,14081,589,"2005-08-20 23:35:13","2005-08-28 01:41:13","2.99","7.99",3,"8","5",129,"Cause Date"
20705,392,14223,514,"2005-08-21 04:51:51","2005-08-29 00:37:51","0.99","5.99",3,"8","5",114,"Camelot Vacation"
20706,392,14369,1636,"2005-08-21 09:33:44","2005-08-25 08:56:44","0.99","0.99",7,"4","-3",357,"Gilbert Pelican"
20707,392,14438,1621,"2005-08-21 11:51:10","2005-08-28 17:10:10","4.99","5.99",6,"7","1",354,"Ghost Groundhog"
20708,393,12059,4111,"2005-08-17 21:09:23","2005-08-25 23:09:23","0.99","2.99",6,"8","2",894,"Tomatoes Hellfighters"
20709,393,12113,2707,"2005-08-17 23:01:00","2005-08-25 03:57:00","0.99","1.99",7,"8","1",595,"Moon Bunch"
20710,393,12563,2552,"2005-08-18 15:08:29","2005-08-27 15:15:29","2.99","4.99",7,"9","2",559,"Married Go"
20711,393,12676,2581,"2005-08-18 19:34:40","2005-08-20 18:03:40","0.99","0.99",6,"2","-4",566,"Maude Mod"
20712,393,13184,4395,"2005-08-19 14:16:18","2005-08-20 08:44:18","4.99","4.99",7,"1","-6",961,"Wash Heavenly"
20713,393,13357,3295,"2005-08-19 21:02:59","2005-08-25 23:46:59","4.99","4.99",6,"6","0",725,"Requiem Tycoon"
20714,393,13788,3177,"2005-08-20 12:15:41","2005-08-28 16:28:41","0.99","1.99",7,"8","1",697,"Primary Glass"
20715,393,15132,3474,"2005-08-22 13:11:25","2005-08-27 17:04:25","2.99","2.99",7,"5","-2",761,"Santa Paris"
20716,393,15284,2265,"2005-08-22 19:17:08","2005-08-29 13:28:08","0.99","3.99",4,"7","3",489,"Juggler Hardly"
20717,393,15527,88,"2005-08-23 03:44:51","2005-08-25 03:09:51","0.99","0.99",6,"2","-4",18,"Alter Victory"
20718,393,16049,2666,"2005-08-23 22:50:12","2005-08-30 01:01:12","0.99","3.99",4,"7","3",585,"Mob Duffel"
20719,394,10319,3120,"2005-08-01 04:37:19","2005-08-05 03:18:19","4.99","4.99",5,"4","-1",686,"Pluto Oleander"
20720,394,10603,4024,"2005-08-01 14:30:35","2005-08-05 11:13:35","0.99","0.99",4,"4","0",877,"Taxi Kick"
20721,394,10718,2763,"2005-08-01 18:55:38","2005-08-04 14:45:38","0.99","0.99",3,"3","0",606,"Mummy Creatures"
20722,394,12080,1491,"2005-08-17 22:08:04","2005-08-19 22:55:04","4.99","4.99",3,"2","-1",327,"Fool Mockingbird"
20723,394,12389,1891,"2005-08-18 08:48:36","2005-08-22 08:59:36","4.99","4.99",6,"4","-2",412,"Heavyweights Beast"
20724,394,12510,3051,"2005-08-18 13:22:25","2005-08-27 17:38:25","4.99","9.99",4,"9","5",670,"Pelican Comforts"
20725,394,13047,2704,"2005-08-19 09:24:49","2005-08-24 11:06:49","0.99","0.99",6,"5","-1",594,"Montezuma Command"
20726,394,14605,476,"2005-08-21 17:56:06","2005-08-24 18:35:06","0.99","0.99",6,"3","-3",105,"Bull Shawshank"
20727,395,11889,293,"2005-08-17 15:08:27","2005-08-18 17:10:27","0.99","0.99",6,"1","-5",66,"Beneath Rush"
20728,395,14471,1254,"2005-08-21 13:10:40","2005-08-26 16:49:40","4.99","5.99",4,"5","1",277,"Elephant Trojan"
20729,395,14720,3617,"2005-08-21 21:43:53","2005-08-25 18:21:53","0.99","0.99",6,"4","-2",790,"Shootist Superfly"
20730,395,15698,4465,"2005-08-23 10:11:40","2005-08-28 08:50:40","2.99","2.99",6,"5","-1",975,"Willow Tracy"
20731,395,15856,3379,"2005-08-23 15:59:12","2005-08-25 15:36:12","0.99","0.99",7,"2","-5",741,"Roman Punk"
20732,395,15970,4509,"2005-08-23 19:54:24","2005-08-24 18:07:24","4.99","4.99",4,"1","-3",985,"Wonderland Christmas"
20733,396,10610,1865,"2005-08-01 14:49:41","2005-08-03 13:07:41","0.99","0.99",5,"2","-3",407,"Hawk Chill"
20734,396,12393,2435,"2005-08-18 09:02:41","2005-08-26 12:47:41","0.99","5.99",3,"8","5",531,"Lose Inch"
20735,396,12895,4372,"2005-08-19 03:50:48","2005-08-26 09:13:48","0.99","4.99",3,"7","4",953,"Wait Cider"
20736,396,13355,585,"2005-08-19 20:59:19","2005-08-23 21:44:19","4.99","4.99",5,"4","-1",127,"Cat Coneheads"
20737,396,14078,1642,"2005-08-20 23:26:40","2005-08-28 02:30:40","0.99","3.99",5,"8","3",358,"Gilmore Boiled"
20738,396,14169,3800,"2005-08-21 03:00:31","2005-08-30 01:16:31","0.99","4.99",5,"9","4",832,"Splash Gump"
20739,396,14508,703,"2005-08-21 14:33:58","2005-08-27 10:45:58","2.99","2.99",6,"6","0",154,"Clash Freddy"
20740,396,14778,2152,"2005-08-21 23:56:30","2005-08-26 00:07:30","4.99","5.99",4,"5","1",465,"Interview Liaisons"
20741,396,14792,4436,"2005-08-22 00:36:41","2005-08-30 18:58:41","0.99","1.99",7,"8","1",970,"Westward Seabiscuit"
20742,396,15198,1253,"2005-08-22 16:15:33","2005-08-29 20:49:33","4.99","7.99",4,"7","3",277,"Elephant Trojan"
20743,397,10534,4354,"2005-08-01 12:15:11","2005-08-04 17:06:11","0.99","0.99",6,"3","-3",949,"Volcano Texas"
20744,397,10598,2341,"2005-08-01 14:23:36","2005-08-10 14:07:36","0.99","4.99",5,"9","4",509,"Language Cowboy"
20745,397,10785,2282,"2005-08-01 21:24:55","2005-08-06 17:47:55","0.99","1.99",4,"5","1",494,"Karate Moon"
20746,397,11511,2127,"2005-08-16 23:39:59","2005-08-18 18:04:59","4.99","4.99",3,"2","-1",460,"Innocent Usual"
20747,397,12223,4142,"2005-08-18 02:58:40","2005-08-23 23:30:40","2.99","2.99",6,"5","-1",900,"Town Ark"
20748,397,12276,4491,"2005-08-18 04:43:22","2005-08-22 01:49:22","0.99","0.99",7,"4","-3",981,"Wolves Desire"
20749,397,12329,3127,"2005-08-18 06:44:30","2005-08-25 04:05:30","0.99","1.99",6,"7","1",687,"Pocus Pulp"
20750,397,12700,540,"2005-08-18 20:24:46","2005-08-23 21:50:46","0.99","0.99",7,"5","-2",118,"Canyon Stock"
20751,397,12726,20,"2005-08-18 21:44:46","2005-08-19 21:58:46","2.99","2.99",5,"1","-4",4,"Affair Prejudice"
20752,397,12772,1179,"2005-08-18 23:29:25","2005-08-23 20:32:25","4.99","4.99",6,"5","-1",263,"Durham Panky"
20753,397,14100,4295,"2005-08-21 00:31:07","2005-08-25 05:31:07","2.99","3.99",3,"4","1",936,"Vanishing Rocky"
20754,397,14790,1002,"2005-08-22 00:34:17","2005-08-31 02:27:17","4.99","6.99",7,"9","2",224,"Desperate Trainspotting"
20755,397,15083,1691,"2005-08-22 11:17:37","2005-08-28 06:27:37","4.99","6.99",4,"6","2",369,"Goodfellas Salute"
20756,398,10230,76,"2005-08-01 01:49:36","2005-08-05 01:29:36","2.99","2.99",5,"4","-1",15,"Alien Center"
20757,398,11132,2212,"2005-08-02 09:14:09","2005-08-08 06:39:09","2.99","4.99",4,"6","2",478,"Jaws Harry"
20758,398,12528,3381,"2005-08-18 13:52:41","2005-08-27 09:09:41","0.99","2.99",7,"9","2",741,"Roman Punk"
20759,398,13643,2443,"2005-08-20 07:42:24","2005-08-26 09:13:24","2.99","4.99",4,"6","2",533,"Lost Bird"
20760,398,15189,2559,"2005-08-22 15:56:42","2005-08-29 12:20:42","2.99","3.99",6,"7","1",561,"Mask Peach"
20761,399,10654,2522,"2005-08-01 16:31:35","2005-08-05 12:04:35","2.99","2.99",6,"4","-2",554,"Malkovich Pet"
20762,399,10960,3536,"2005-08-02 03:46:18","2005-08-11 01:29:18","2.99","5.99",6,"9","3",773,"Seabiscuit Punk"
20763,399,11329,2677,"2005-08-02 16:42:52","2005-08-08 16:45:52","4.99","4.99",6,"6","0",587,"Mod Secretary"
20764,399,11953,2993,"2005-08-17 17:16:42","2005-08-23 18:28:42","0.99","3.99",3,"6","3",656,"Papi Necklace"
20765,399,13253,472,"2005-08-19 16:53:56","2005-08-20 11:38:56","4.99","4.99",7,"1","-6",103,"Bucket Brotherhood"
20766,399,13293,380,"2005-08-19 18:35:52","2005-08-23 17:18:52","4.99","4.99",7,"4","-3",84,"Boiled Dares"
20767,399,15300,2319,"2005-08-22 19:44:00","2005-08-25 22:49:00","0.99","0.99",5,"3","-2",504,"Kwai Homeward"
20768,399,15468,2440,"2005-08-23 01:25:30","2005-08-28 01:40:30","4.99","4.99",5,"5","0",532,"Loser Hustler"
20769,400,10484,1908,"2005-08-01 10:19:53","2005-08-03 05:36:53","2.99","2.99",3,"2","-1",415,"High Encino"
20770,400,10711,4278,"2005-08-01 18:45:09","2005-08-02 19:47:09","0.99","0.99",7,"1","-6",931,"Valentine Vanishing"
20771,400,11510,2997,"2005-08-16 23:30:07","2005-08-25 17:35:07","2.99","6.99",5,"9","4",657,"Paradise Sabrina"
20772,400,11530,365,"2005-08-17 00:29:00","2005-08-22 03:22:00","2.99","2.99",7,"5","-2",80,"Blanket Beverly"
20773,400,11600,1978,"2005-08-17 03:12:04","2005-08-23 07:10:04","2.99","5.99",3,"6","3",431,"Hoosiers Birdcage"
20774,400,12514,3310,"2005-08-18 13:33:55","2005-08-23 12:50:55","0.99","2.99",3,"5","2",728,"Reunion Witches"
20775,400,13449,1297,"2005-08-20 00:17:01","2005-08-23 20:42:01","2.99","2.99",7,"3","-4",286,"Enough Raging"
20776,400,14775,4044,"2005-08-21 23:53:07","2005-08-22 18:07:07","2.99","2.99",6,"1","-5",880,"Telemark Heartbreakers"
20777,400,15533,1895,"2005-08-23 03:54:39","2005-08-26 08:27:39","4.99","4.99",6,"3","-3",412,"Heavyweights Beast"
20778,400,15988,3932,"2005-08-23 20:23:08","2005-08-28 20:50:08","2.99","4.99",3,"5","2",857,"Strictly Scarface"
20779,401,11820,2801,"2005-08-17 12:25:33","2005-08-19 07:04:33","2.99","2.99",6,"2","-4",615,"Nash Chocolat"
20780,401,12475,3118,"2005-08-18 12:14:21","2005-08-24 14:43:21","4.99","4.99",6,"6","0",685,"Platoon Instinct"
20781,401,12479,1119,"2005-08-18 12:26:37","2005-08-21 18:08:37","4.99","4.99",6,"3","-3",248,"Dozen Lion"
20782,401,12906,2060,"2005-08-19 04:13:43","2005-08-20 04:24:43","2.99","2.99",5,"1","-4",447,"Ice Crossing"
20783,401,13024,2917,"2005-08-19 08:19:21","2005-08-27 05:18:21","0.99","4.99",4,"8","4",641,"Orange Grapes"
20784,401,14359,1841,"2005-08-21 09:16:19","2005-08-22 09:28:19","0.99","0.99",6,"1","-5",401,"Harold French"
20785,401,14433,732,"2005-08-21 11:36:34","2005-08-26 08:51:34","0.99","1.99",4,"5","1",160,"Club Graffiti"
20786,401,15831,3123,"2005-08-23 15:21:19","2005-08-24 15:47:19","0.99","0.99",6,"1","-5",687,"Pocus Pulp"
20787,401,15927,2450,"2005-08-23 18:23:11","2005-08-24 15:09:11","0.99","0.99",6,"1","-5",535,"Love Suicides"
20788,402,11045,2214,"2005-08-02 06:07:54","2005-08-08 00:37:54","0.99","0.99",7,"6","-1",479,"Jedi Beneath"
20789,402,11549,945,"2005-08-17 01:01:48","2005-08-19 21:24:48","4.99","4.99",3,"2","-1",210,"Darko Dorado"
20790,402,11920,4253,"2005-08-17 16:10:19","2005-08-20 13:54:19","0.99","0.99",7,"3","-4",924,"Unforgiven Zoolander"
20791,402,15428,4379,"2005-08-23 00:11:52","2005-08-24 02:35:52","4.99","4.99",7,"1","-6",957,"War Notting"
20792,403,10443,1965,"2005-08-01 09:01:04","2005-08-04 09:07:04","2.99","2.99",6,"3","-3",428,"Homicide Peach"
20793,403,10547,1707,"2005-08-01 12:44:17","2005-08-08 06:53:17","4.99","6.99",5,"7","2",372,"Graceland Dynamite"
20794,403,10789,3298,"2005-08-01 21:37:55","2005-08-07 17:01:55","2.99","2.99",7,"6","-1",726,"Reservoir Adaptation"
20795,403,11038,4452,"2005-08-02 05:59:42","2005-08-08 04:37:42","4.99","7.99",3,"6","3",973,"Wife Turn"
20796,403,11391,2039,"2005-08-02 18:40:12","2005-08-10 15:55:12","4.99","9.99",3,"8","5",444,"Hustler Party"
20797,403,11427,3287,"2005-08-02 20:02:39","2005-08-04 22:26:39","2.99","2.99",5,"2","-3",724,"Remember Diary"
20798,403,11460,4113,"2005-08-02 21:28:03","2005-08-08 18:24:03","0.99","0.99",6,"6","0",894,"Tomatoes Hellfighters"
20799,403,11558,1681,"2005-08-17 01:19:52","2005-08-19 00:47:52","0.99","0.99",6,"2","-4",367,"Goldmine Tycoon"
20800,403,12005,2062,"2005-08-17 18:56:55","2005-08-25 20:23:55","2.99","5.99",5,"8","3",447,"Ice Crossing"
20801,403,12132,2600,"2005-08-17 23:37:03","2005-08-22 04:53:03","2.99","2.99",6,"5","-1",571,"Metal Armageddon"
20802,403,12793,1195,"2005-08-19 00:20:36","2005-08-28 02:43:36","0.99","5.99",4,"9","5",266,"Dynamite Tarzan"
20803,403,14519,1541,"2005-08-21 14:59:29","2005-08-22 11:48:29","2.99","2.99",6,"1","-5",337,"Frida Slipper"
20804,403,14662,2969,"2005-08-21 19:45:27","2005-08-23 14:44:27","0.99","0.99",3,"2","-1",650,"Pacific Amistad"
20805,403,14725,4427,"2005-08-21 22:02:08","2005-08-23 03:59:08","4.99","4.99",6,"2","-4",968,"Werewolf Lola"
20806,403,15410,2052,"2005-08-22 23:27:43","2005-08-29 05:12:43","2.99","4.99",5,"7","2",445,"Hyde Doctor"
20807,404,10651,1541,"2005-08-01 16:20:22","2005-08-03 15:53:22","2.99","2.99",6,"2","-4",337,"Frida Slipper"
20808,404,12325,1844,"2005-08-18 06:41:30","2005-08-26 02:49:30","0.99","5.99",3,"8","5",402,"Harper Dying"
20809,404,12554,715,"2005-08-18 14:47:28","2005-08-25 14:34:28","4.99","8.99",3,"7","4",156,"Clerks Angels"
20810,404,13412,2806,"2005-08-19 22:46:35","2005-08-26 18:06:35","2.99","5.99",4,"7","3",616,"National Story"
20811,404,13422,3835,"2005-08-19 23:07:24","2005-08-28 04:12:24","0.99","4.99",5,"9","4",840,"Stampede Disturbing"
20812,404,14691,2131,"2005-08-21 20:42:29","2005-08-24 01:22:29","0.99","0.99",3,"3","0",461,"Insects Stone"
20813,404,14835,755,"2005-08-22 01:49:07","2005-08-30 04:28:07","4.99","5.99",7,"8","1",165,"Coldblooded Darling"
20814,404,14838,506,"2005-08-22 01:57:34","2005-08-25 06:34:34","4.99","4.99",4,"3","-1",112,"Calendar Gunfight"
20815,404,14912,2658,"2005-08-22 04:51:42","2005-08-23 23:50:42","4.99","4.99",3,"1","-2",583,"Mission Zoolander"
20816,404,15087,233,"2005-08-22 11:24:09","2005-08-27 16:42:09","0.99","0.99",6,"5","-1",52,"Ballroom Mockingbird"
20817,404,15290,270,"2005-08-22 19:28:02","2005-08-31 20:04:02","4.99","10.99",3,"9","6",60,"Beast Hunchback"
20818,405,10472,506,"2005-08-01 09:54:41","2005-08-04 13:31:41","4.99","4.99",4,"3","-1",112,"Calendar Gunfight"
20819,405,10823,3322,"2005-08-01 22:59:10","2005-08-08 23:44:10","0.99","4.99",3,"7","4",730,"Ridgemont Submarine"
20820,405,11345,1895,"2005-08-02 17:14:19","2005-08-11 14:02:19","4.99","7.99",6,"9","3",412,"Heavyweights Beast"
20821,405,12050,2348,"2005-08-17 20:55:25","2005-08-22 20:31:25","0.99","0.99",7,"5","-2",511,"Lawrence Love"
20822,405,12425,2000,"2005-08-18 10:18:06","2005-08-27 08:16:06","0.99","5.99",4,"9","5",436,"Hours Rage"
20823,405,13304,2979,"2005-08-19 18:56:32","2005-08-23 20:04:32","0.99","1.99",3,"4","1",652,"Pajama Jawbreaker"
20824,405,13398,3376,"2005-08-19 22:08:48","2005-08-23 03:24:48","0.99","0.99",7,"4","-3",741,"Roman Punk"
20825,405,14274,3183,"2005-08-21 06:29:20","2005-08-26 06:25:20","2.99","4.99",3,"5","2",698,"Princess Giant"
20826,405,14537,3755,"2005-08-21 15:24:24","2005-08-23 17:14:24","0.99","0.99",6,"2","-4",821,"Sorority Queen"
20827,405,15072,2871,"2005-08-22 10:58:45","2005-08-30 16:18:45","0.99","1.99",7,"8","1",629,"Notorious Reunion"
20828,405,15383,686,"2005-08-22 22:31:20","2005-08-28 17:43:20","2.99","2.99",7,"6","-1",150,"Cider Desire"
20829,405,15932,4554,"2005-08-23 18:31:40","2005-08-24 16:30:40","4.99","4.99",6,"1","-5",994,"Wyoming Storm"
20830,406,10632,1290,"2005-08-01 15:36:56","2005-08-05 17:32:56","0.99","1.99",3,"4","1",285,"English Bulworth"
20831,406,11603,3910,"2005-08-17 03:22:10","2005-08-18 06:48:10","4.99","4.99",3,"1","-2",853,"Stranger Strangers"
20832,406,12505,3741,"2005-08-18 13:17:30","2005-08-23 18:03:30","4.99","5.99",4,"5","1",818,"Something Duck"
20833,406,14205,315,"2005-08-21 03:57:15","2005-08-30 08:46:15","4.99","6.99",7,"9","2",70,"Bikini Borrowers"
20834,406,14421,4402,"2005-08-21 11:20:21","2005-08-24 06:26:21","2.99","2.99",7,"3","-4",962,"Wasteland Divine"
20835,406,14601,548,"2005-08-21 17:45:52","2005-08-29 15:10:52","0.99","2.99",6,"8","2",119,"Caper Motions"
20836,407,10774,4231,"2005-08-01 20:54:33","2005-08-08 20:59:33","0.99","4.99",3,"7","4",920,"Unbreakable Karate"
20837,407,11214,2722,"2005-08-02 12:19:50","2005-08-11 06:38:50","4.99","8.99",5,"9","4",597,"Moonwalker Fool"
20838,407,11222,1780,"2005-08-02 12:32:28","2005-08-11 18:15:28","0.99","2.99",7,"9","2",387,"Gun Bonnie"
20839,407,11382,3848,"2005-08-02 18:20:52","2005-08-07 17:06:52","4.99","5.99",4,"5","1",843,"Steel Santa"
20840,407,11518,3297,"2005-08-16 23:59:49","2005-08-17 22:51:49","4.99","4.99",6,"1","-5",725,"Requiem Tycoon"
20841,407,11677,2206,"2005-08-17 06:06:26","2005-08-20 04:35:26","0.99","0.99",5,"3","-2",477,"Jawbreaker Brooklyn"
20842,407,12566,1684,"2005-08-18 15:13:04","2005-08-21 19:29:04","0.99","0.99",6,"3","-3",367,"Goldmine Tycoon"
20843,407,12931,3070,"2005-08-19 05:11:47","2005-08-21 00:59:47","2.99","2.99",6,"2","-4",675,"Phantom Glory"
20844,407,13800,1552,"2005-08-20 12:40:48","2005-08-22 15:06:48","0.99","0.99",5,"2","-3",341,"Frost Head"
20845,407,13856,4196,"2005-08-20 14:49:32","2005-08-29 12:37:32","0.99","6.99",3,"9","6",913,"Troopers Metal"
20846,407,14401,3468,"2005-08-21 10:36:20","2005-08-30 06:45:20","2.99","6.99",5,"9","4",760,"Samurai Lion"
20847,407,15320,648,"2005-08-22 20:17:49","2005-08-28 17:31:49","0.99","0.99",6,"6","0",140,"Cheaper Clyde"
20848,407,15334,3882,"2005-08-22 20:44:35","2005-08-29 23:03:35","0.99","1.99",6,"7","1",849,"Storm Happiness"
20849,408,11115,3812,"2005-08-02 08:31:06","2005-08-04 02:36:06","2.99","2.99",6,"2","-4",835,"Spy Mile"
20850,408,12140,322,"2005-08-17 23:57:55","2005-08-21 20:09:55","2.99","2.99",6,"4","-2",72,"Bill Others"
20851,408,12338,274,"2005-08-18 07:04:24","2005-08-19 08:36:24","4.99","4.99",5,"1","-4",61,"Beauty Grease"
20852,408,12498,1063,"2005-08-18 13:01:08","2005-08-21 13:12:08","2.99","2.99",4,"3","-1",236,"Divine Resurrection"
20853,408,12900,849,"2005-08-19 04:03:49","2005-08-24 22:11:49","0.99","0.99",6,"5","-1",186,"Craft Outfield"
20854,408,13508,4120,"2005-08-20 02:12:54","2005-08-28 21:47:54","2.99","7.99",3,"8","5",895,"Tomorrow Hustler"
20855,408,13744,2962,"2005-08-20 10:51:45","2005-08-25 06:42:45","2.99","3.99",4,"5","1",649,"Oz Liaisons"
20856,408,13944,3685,"2005-08-20 17:41:16","2005-08-23 12:02:16","2.99","2.99",4,"3","-1",806,"Sleepy Japanese"
20857,408,14733,398,"2005-08-21 22:22:33","2005-08-26 21:01:33","4.99","4.99",7,"5","-2",88,"Born Spinal"
20858,408,15628,1348,"2005-08-23 07:28:04","2005-08-26 04:23:04","2.99","2.99",6,"3","-3",297,"Extraordinary Conquerer"
20859,408,15716,2812,"2005-08-23 11:02:00","2005-08-28 14:46:00","0.99","1.99",4,"5","1",617,"Natural Stock"
20860,408,15765,1250,"2005-08-23 13:06:19","2005-08-31 12:18:19","4.99","6.99",6,"8","2",276,"Element Freddy"
20861,409,12830,4080,"2005-08-19 01:40:25","2005-08-20 23:49:25","0.99","0.99",5,"1","-4",890,"Tights Dawn"
20862,409,13392,692,"2005-08-19 22:03:22","2005-08-28 19:27:22","4.99","8.99",5,"9","4",151,"Cincinatti Whisperer"
20863,409,13632,4008,"2005-08-20 07:10:52","2005-08-29 10:19:52","0.99","6.99",3,"9","6",873,"Sweethearts Suspects"
20864,409,14103,1438,"2005-08-21 00:37:00","2005-08-25 22:09:00","0.99","1.99",3,"4","1",314,"Fight Jawbreaker"
20865,409,14697,48,"2005-08-21 20:49:21","2005-08-26 01:39:21","4.99","4.99",6,"5","-1",10,"Aladdin Calendar"
20866,410,10402,274,"2005-08-01 07:27:19","2005-08-04 12:30:19","4.99","4.99",5,"3","-2",61,"Beauty Grease"
20867,410,10837,1816,"2005-08-01 23:30:22","2005-08-07 23:02:22","0.99","2.99",4,"6","2",395,"Handicap Boondock"
20868,410,11107,2217,"2005-08-02 08:19:38","2005-08-07 08:46:38","0.99","0.99",7,"5","-2",479,"Jedi Beneath"
20869,410,11187,3626,"2005-08-02 11:16:19","2005-08-11 06:11:19","4.99","10.99",3,"9","6",791,"Show Lord"
20870,410,11472,1829,"2005-08-02 21:49:06","2005-08-11 20:17:06","2.99","6.99",5,"9","4",397,"Hanky October"
20871,410,11694,3540,"2005-08-17 06:57:30","2005-08-24 07:52:30","2.99","6.99",3,"7","4",774,"Searchers Wait"
20872,410,12955,2040,"2005-08-19 06:05:58","2005-08-26 04:24:58","4.99","8.99",3,"7","4",444,"Hustler Party"
20873,410,13460,244,"2005-08-20 00:48:24","2005-08-28 04:13:24","2.99","4.99",6,"8","2",55,"Barbarella Streetcar"
20874,410,13748,2198,"2005-08-20 10:59:54","2005-08-23 12:33:54","2.99","2.99",5,"3","-2",476,"Jason Trap"
20875,410,13948,4033,"2005-08-20 17:50:48","2005-08-25 20:56:48","4.99","6.99",3,"5","2",879,"Telegraph Voyage"
20876,410,14237,3284,"2005-08-21 05:15:00","2005-08-25 10:06:00","2.99","3.99",3,"4","1",723,"Reign Gentlemen"
20877,410,14298,4317,"2005-08-21 07:17:10","2005-08-25 10:10:10","4.99","4.99",4,"4","0",941,"Videotape Arsenic"
20878,410,14319,4480,"2005-08-21 08:00:55","2005-08-26 05:04:55","4.99","4.99",6,"5","-1",979,"Witches Panic"
20879,410,14819,2890,"2005-08-22 01:17:19","2005-08-30 05:54:19","0.99","2.99",6,"8","2",634,"Odds Boogie"
20880,410,15211,3025,"2005-08-22 16:40:21","2005-08-28 13:33:21","2.99","2.99",6,"6","0",664,"Patriot Roman"
20881,410,15392,538,"2005-08-22 23:02:15","2005-09-01 01:14:15","0.99","3.99",7,"10","3",118,"Canyon Stock"
20882,410,15518,3522,"2005-08-23 03:19:34","2005-08-24 02:55:34","4.99","4.99",3,"1","-2",771,"Scorpion Apollo"
20883,411,11294,855,"2005-08-02 15:08:27","2005-08-03 18:28:27","2.99","2.99",7,"1","-6",188,"Crazy Home"
20884,411,11997,2193,"2005-08-17 18:34:38","2005-08-26 00:12:38","2.99","5.99",6,"9","3",474,"Jade Bunch"
20885,411,13634,850,"2005-08-20 07:16:45","2005-08-22 03:38:45","0.99","0.99",6,"2","-4",186,"Craft Outfield"
20886,411,13656,3180,"2005-08-20 08:01:07","2005-08-28 13:16:07","2.99","7.99",3,"8","5",698,"Princess Giant"
20887,411,14480,229,"2005-08-21 13:36:40","2005-08-26 08:39:40","2.99","2.99",5,"5","0",51,"Balloon Homeward"
20888,411,14772,4047,"2005-08-21 23:50:39","2005-08-30 20:44:39","2.99","5.99",6,"9","3",880,"Telemark Heartbreakers"
20889,411,14996,1178,"2005-08-22 07:52:41","2005-08-29 02:35:41","0.99","2.99",5,"7","2",262,"Dumbo Lust"
20890,411,15936,1293,"2005-08-23 18:43:11","2005-08-26 00:19:11","0.99","0.99",3,"3","0",285,"English Bulworth"
20891,412,10381,522,"2005-08-01 06:36:37","2005-08-05 11:17:37","2.99","2.99",5,"4","-1",115,"Campus Remember"
20892,412,10467,3773,"2005-08-01 09:45:58","2005-08-09 10:17:58","4.99","5.99",7,"8","1",826,"Speed Suit"
20893,412,11027,571,"2005-08-02 05:47:10","2005-08-05 23:51:10","4.99","4.99",6,"3","-3",123,"Casablanca Super"
20894,412,14068,818,"2005-08-20 22:50:59","2005-08-29 00:45:59","0.99","3.99",6,"9","3",178,"Connection Microcosmos"
20895,412,14535,530,"2005-08-21 15:22:37","2005-08-29 19:23:37","2.99","6.99",4,"8","4",116,"Candidate Perdition"
20896,412,15354,4212,"2005-08-22 21:18:59","2005-08-27 20:12:59","4.99","4.99",7,"5","-2",915,"Truman Crazy"
20897,412,15732,3247,"2005-08-23 11:35:12","2005-08-26 12:50:12","4.99","4.99",3,"3","0",715,"Range Moonwalker"
20898,412,15781,4449,"2005-08-23 13:41:05","2005-08-31 13:11:05","4.99","8.99",4,"8","4",972,"Whisperer Giant"
20899,413,10909,3516,"2005-08-02 01:53:59","2005-08-03 04:36:59","2.99","2.99",5,"1","-4",770,"Scissorhands Slums"
